t 1fps,x,vx,v,ax,a,,t 2fps,x,vx,v,ax,a,,t 3fps,x,vx,v,ax,a,,t 4fps,x,vx,v,ax,a,,t 5fps,x,vx,v,ax,a
5.37203,-0.95608,-0.17097,0.17097,0.12731,0.12731,,5.37203,-0.95608,-0.17097,0.17097,0.12731,0.12731,,,,,,,,,,,,,,,,,,,,,
5.38872,-0.95831,-0.15982,0.15982,-0.19096,0.19096,,5.38872,-0.95831,-0.15982,0.15982,-0.19096,0.19096,,,,,,,,,,,,,,,,,,,,,
5.40540,-0.96141,-0.18956,0.18956,-0.57288,0.57288,,5.40540,-0.96141,-0.18956,0.18956,-0.57288,0.57288,,,,,,,,,,,,,,,,,,,,,
5.42208,-0.96463,-0.17841,0.17841,0.38192,0.38192,,5.42208,-0.96463,-0.17841,0.17841,0.38192,0.38192,,,,,,,,,,,,,,,,,,,,,
5.43877,-0.96736,-0.17097,0.17097,-1.01845,1.01845,,5.43877,-0.96736,-0.17097,0.17097,-1.01845,1.01845,,,,,,,,,,,,,,,,,,,,,
5.45545,-0.97034,-0.21186,0.21186,-1.46402,1.46402,,5.45545,-0.97034,-0.21186,0.21186,-1.46402,1.46402,,,,,,,,,,,,,,,,,,,,,
5.47213,-0.97443,-0.23044,0.23044,0.12731,0.12731,,5.47213,-0.97443,-0.23044,0.23044,0.12731,0.12731,,,,,,,,,,,,,,,,,,,,,
5.48882,-0.97803,-0.20071,0.20071,2.03690,2.03690,,5.48882,-0.97803,-0.20071,0.20071,2.03690,2.03690,,,,,,,,,,,,,,,,,,,,,
5.50550,-0.98113,-0.16354,0.16354,1.78228,1.78228,,5.50550,-0.98113,-0.16354,0.16354,1.78228,1.78228,,,,,,,,,,,,,,,,,,,,,
5.52218,-0.98348,-0.13752,0.13752,0.57288,0.57288,,5.52218,-0.98348,-0.13752,0.13752,0.57288,0.57288,,,,,,,,,,,,,,,,,,,,,
5.53887,-0.98572,-0.14496,0.14496,-0.44557,0.44557,,5.53887,-0.98572,-0.14496,0.14496,-0.44557,0.44557,,,,,,,,,,,,,,,,,,,,,
5.55555,-0.98832,-0.15611,0.15611,-0.12731,0.12731,,5.55555,-0.98832,-0.15611,0.15611,-0.12731,0.12731,,,,,,,,,,,,,,,,,,,,,
5.57223,-0.99092,-0.14867,0.14867,-0.50922,0.50922,,5.57223,-0.99092,-0.14867,0.14867,-0.50922,0.50922,,,,,,,,,,,,,,,,,,,,,
5.58892,-0.99328,-0.16726,0.16726,-0.95479,1.02835,,5.58892,-0.99328,-0.16726,0.16726,-0.95479,1.02835,,,,,,,,,,,,,,,,,,,,,
5.60560,-0.99651,-0.18956,0.18988,-0.06365,0.09002,,5.60560,-0.99651,-0.18956,0.18988,-0.06365,0.09002,,,,,,,,,,,,,,,,,,,,,
5.62228,-0.99961,-0.16726,0.16742,0.95479,1.08210,,5.62228,-0.99961,-0.16726,0.16742,0.95479,1.08210,,,,,,,,,,,,,,,,,,,,,
5.63897,-1.00209,-0.15239,0.15280,0.70018,0.82993,,5.63897,-1.00209,-0.15239,0.15280,0.70018,0.82993,,,,,,,,,,,,,,,,,,,,,
5.65565,-1.00469,-0.14867,0.14886,-0.25461,0.36008,,5.65565,-1.00469,-0.14867,0.14886,-0.25461,0.36008,,,,,,,,,,,,,,,,,,,,,
5.67233,-1.00705,-0.15611,0.15611,-0.38192,0.63653,,5.67233,-1.00705,-0.15611,0.15611,-0.38192,0.63653,,,,,,,,,,,,,,,,,,,,,
5.68902,-1.00990,-0.16726,0.16742,-0.06365,0.26245,,5.68902,-1.00990,-0.16726,0.16742,-0.06365,0.26245,,,,,,,,,,,,,,,,,,,,,
5.70570,-1.01263,-0.15611,0.15615,0.25461,0.40758,,5.70570,-1.01263,-0.15611,0.15615,0.25461,0.40758,,,,,,,,,,,,,,,,,,,,,
5.72238,-1.01511,-0.15611,0.15628,-0.50922,0.50922,,5.72238,-1.01511,-0.15611,0.15628,-0.50922,0.50922,,,,,,,,,,,,,,,,,,,,,
5.73907,-1.01784,-0.17469,0.17505,-0.82749,0.88658,,5.73907,-1.01784,-0.17469,0.17505,-0.82749,0.88658,,,,,,,,,,,,,,,,,,,,,
5.75575,-1.02094,-0.18584,0.18643,-1.40037,1.59514,,5.75575,-1.02094,-0.18584,0.18643,-1.40037,1.59514,,,,,,,,,,,,,,,,,,,,,
5.77243,-1.02404,-0.21557,0.21586,-0.12731,0.22950,,5.77243,-1.02404,-0.21557,0.21586,-0.12731,0.22950,,,,,,,,,,,,,,,,,,,,,
5.78912,-1.02813,-0.20442,0.20456,1.71863,1.73739,,5.78912,-1.02813,-0.20442,0.20456,1.71863,1.73739,,,,,,,,,,,,,,,,,,,,,
5.80580,-1.03086,-0.14496,0.14500,0.82749,0.84924,,5.80580,-1.03086,-0.14496,0.14500,0.82749,0.84924,,,,,,,,,,,,,,,,,,,,,
5.82248,-1.03297,-0.17097,0.17097,-0.63653,0.64914,,5.82248,-1.03297,-0.17097,0.17097,-0.63653,0.64914,,,,,,,,,,,,,,,,,,,,,
5.83917,-1.03656,-0.18584,0.18584,-0.12731,0.12731,,5.83917,-1.03656,-0.18584,0.18584,-0.12731,0.12731,,,,,,,,,,,,,,,,,,,,,
5.85585,-1.03917,-0.15982,0.15982,0.82749,0.82749,,5.85585,-1.03917,-0.15982,0.15982,0.82749,0.82749,,,,,,,,,,,,,,,,,,,,,
5.87253,-1.04190,-0.16354,0.16354,0.12731,0.12731,,5.87253,-1.04190,-0.16354,0.16354,0.12731,0.12731,,,,,,,,,,,,,,,,,,,,,
5.88922,-1.04462,-0.15611,0.15611,-0.38192,0.38192,,5.88922,-1.04462,-0.15611,0.15611,-0.38192,0.38192,,,,,,,,,,,,,,,,,,,,,
5.90590,-1.04710,-0.17097,0.17097,0.00000,0.50922,,5.90590,-1.04710,-0.17097,0.17097,0.00000,0.50922,,,,,,,,,,,,,,,,,,,,,
5.92258,-1.05033,-0.16726,0.16792,0.82749,0.86577,,5.92258,-1.05033,-0.16726,0.16792,0.82749,0.86577,,,,,,,,,,,,,,,,,,,,,
5.93927,-1.05269,-0.13381,0.13463,-0.89114,0.90019,,5.93927,-1.05269,-0.13381,0.13463,-0.89114,0.90019,,,,,,,,,,,,,,,,,,,,,
5.95595,-1.05479,-0.18956,0.18959,-1.20941,1.22439,,5.95595,-1.05479,-0.18956,0.18959,-1.20941,1.22439,,,,,,,,,,,,,,,,,,,,,
5.97263,-1.05901,-0.20071,0.20102,0.76384,0.76648,,5.97263,-1.05901,-0.20071,0.20102,0.76384,0.76648,,,,,,,,,,,,,,,,,,,,,
5.98932,-1.06149,-0.14124,0.14143,2.41881,2.43218,,5.98932,-1.06149,-0.14124,0.14143,2.41881,2.43218,,,,,,,,,,,,,,,,,,,,,
6.00600,-1.06372,-0.12637,0.12637,-0.50922,0.56933,,6.00600,-1.06372,-0.12637,0.12637,-0.50922,0.56933,,,,,,,,,,,,,,,,,,,,,
6.02268,-1.06571,-0.15239,0.15239,-0.70018,0.71166,,6.02268,-1.06571,-0.15239,0.15239,-0.70018,0.71166,,,,,,,,,,,,,,,,,,,,,
6.03937,-1.06881,-0.16354,0.16358,-0.38192,0.58685,,6.03937,-1.06881,-0.16354,0.16358,-0.38192,0.58685,,,,,,,,,,,,,,,,,,,,,
6.05605,-1.07116,-0.15239,0.15311,0.44557,0.88430,,6.05605,-1.07116,-0.15239,0.15311,0.44557,0.88430,,,,,,,,,,,,,,,,,,,,,
6.07273,-1.07389,-0.15611,0.15891,-0.12731,0.18004,,6.07273,-1.07389,-0.15611,0.15891,-0.12731,0.18004,,,,,,,,,,,,,,,,,,,,,
6.08942,-1.07637,-0.15239,0.15401,0.06365,0.51319,,6.08942,-1.07637,-0.15239,0.15401,0.06365,0.51319,,,,,,,,,,,,,,,,,,,,,
6.10610,-1.07898,-0.15611,0.15628,-0.25461,0.68556,,6.10610,-1.07898,-0.15611,0.15628,-0.25461,0.68556,,,,,,,,,,,,,,,,,,,,,
6.12278,-1.08158,-0.15982,0.15987,0.82749,0.84924,,6.12278,-1.08158,-0.15982,0.15987,0.82749,0.84924,,,,,,,,,,,,,,,,,,,,,
6.13947,-1.08431,-0.13381,0.13381,0.76384,0.80515,,6.13947,-1.08431,-0.13381,0.13381,0.76384,0.80515,,,,,,,,,,,,,,,,,,,,,
6.15615,-1.08605,-0.12265,0.12316,0.06365,0.20129,,6.15615,-1.08605,-0.12265,0.12316,0.06365,0.20129,,,,,,,,,,,,,,,,,,,,,
6.17283,-1.08840,-0.14124,0.14168,-0.50922,0.51319,,6.17283,-1.08840,-0.14124,0.14168,-0.50922,0.51319,,,,,,,,,,,,,,,,,,,,,
6.18952,-1.09076,-0.13752,0.13757,-1.08210,1.09882,,6.18952,-1.09076,-0.13752,0.13757,-1.08210,1.09882,,,,,,,,,,,,,,,,,,,,,
6.20620,-1.09299,-0.17097,0.17198,0.00000,0.31827,,6.20620,-1.09299,-0.17097,0.17198,0.00000,0.31827,,,,,,,,,,,,,,,,,,,,,
6.22288,-1.09646,-0.15611,0.15721,0.00000,0.06365,,6.22288,-1.09646,-0.15611,0.15721,0.00000,0.06365,,,,,,,,,,,,,,,,,,,,,
6.23957,-1.09820,-0.14496,0.14572,-0.44557,0.58685,,6.23957,-1.09820,-0.14496,0.14572,-0.44557,0.58685,,,,,,,,,,,,,,,,,,,,,
6.25625,-1.10130,-0.18956,0.18988,-0.44557,0.54756,,6.25625,-1.10130,-0.18956,0.18988,-0.44557,0.54756,,,,,,,,,,,,,,,,,,,,,
6.27293,-1.10452,-0.15982,0.15982,0.95479,1.30605,,6.27293,-1.10452,-0.15982,0.15982,0.95479,1.30605,,,,,,,,,,,,,,,,,,,,,
6.28962,-1.10663,-0.14496,0.14572,0.31827,0.82749,,6.28962,-1.10663,-0.14496,0.14572,0.31827,0.82749,,,,,,,,,,,,,,,,,,,,,
6.30630,-1.10936,-0.15982,0.16257,-0.82749,0.83722,,6.30630,-1.10936,-0.15982,0.16257,-0.82749,0.83722,,,,,,,,,,,,,,,,,,,,,
6.32298,-1.11197,-0.16726,0.16763,0.57288,1.00644,,6.32298,-1.11197,-0.16726,0.16763,0.57288,1.00644,,,,,,,,,,,,,,,,,,,,,
6.33967,-1.11494,-0.14867,0.14872,0.89114,0.94627,,6.33967,-1.11494,-0.14867,0.14872,0.89114,0.94627,,,,,,,,,,,,,,,,,,,,,
6.35635,-1.11693,-0.12637,0.12643,0.25461,0.26245,,6.35635,-1.11693,-0.12637,0.12643,0.25461,0.26245,,,,,,,,,,,,,,,,,,,,,
6.37303,-1.11916,-0.14496,0.14496,-2.10055,2.19488,,6.37303,-1.11916,-0.14496,0.14496,-2.10055,2.19488,,,,,,,,,,,,,,,,,,,,,
6.38972,-1.12176,-0.19327,0.19417,-1.14575,1.49144,,6.38972,-1.12176,-0.19327,0.19417,-1.14575,1.49144,,,,,,,,,,,,,,,,,,,,,
6.40640,-1.12561,-0.19699,0.19981,0.70018,0.76912,,6.40640,-1.12561,-0.19699,0.19981,0.70018,0.76912,,,,,,,,,,,,,,,,,,,,,
6.42308,-1.12834,-0.15611,0.15650,1.90959,2.13499,,6.42308,-1.12834,-0.15611,0.15650,1.90959,2.13499,,,,,,,,,,,,,,,,,,,,,
6.43977,-1.13082,-0.13752,0.13772,1.46402,1.55005,,6.43977,-1.13082,-0.13752,0.13772,1.46402,1.55005,,,,,,,,,,,,,,,,,,,,,
6.45645,-1.13292,-0.10779,0.10779,-0.06365,0.26245,,6.45645,-1.13292,-0.10779,0.10779,-0.06365,0.26245,,,,,,,,,,,,,,,,,,,,,
6.47313,-1.13441,-0.13009,0.13009,-1.33671,1.33671,,6.47313,-1.13441,-0.13009,0.13009,-1.33671,1.33671,,,,,,,,,,,,,,,,,,,,,
6.48982,-1.13727,-0.16726,0.16726,-1.46402,1.48599,,6.48982,-1.13727,-0.16726,0.16726,-1.46402,1.48599,,,,,,,,,,,,,,,,,,,,,
6.50650,-1.13999,-0.17097,0.17113,-0.38192,0.45901,,6.50650,-1.13999,-0.17097,0.17113,-0.38192,0.45901,,,,,,,,,,,,,,,,,,,,,
6.52318,-1.14297,-0.18212,0.18246,-1.84594,1.84703,,6.52318,-1.14297,-0.18212,0.18246,-1.84594,1.84703,,,,,,,,,,,,,,,,,,,,,
6.53987,-1.14607,-0.22673,0.22685,-0.31827,0.40758,,6.53987,-1.14607,-0.22673,0.22685,-0.31827,0.40758,,,,,,,,,,,,,,,,,,,,,
6.55655,-1.15054,-0.21186,0.21189,1.46402,1.47642,,6.55655,-1.15054,-0.21186,0.21189,1.46402,1.47642,,,,,,,,,,,,,,,,,,,,,
6.57323,-1.15314,-0.15611,0.15611,1.27306,1.27941,,6.57323,-1.15314,-0.15611,0.15611,1.27306,1.27941,,,,,,,,,,,,,,,,,,,,,
6.58992,-1.15574,-0.17469,0.17469,-0.31827,0.34278,,6.58992,-1.15574,-0.17469,0.17469,-0.31827,0.34278,,,,,,,,,,,,,,,,,,,,,
6.60660,-1.15897,-0.17469,0.17473,1.84594,1.84703,,6.60660,-1.15897,-0.17469,0.17473,1.84594,1.84703,,,,,,,,,,,,,,,,,,,,,
6.62328,-1.16157,-0.11150,0.11157,2.29151,2.29239,,6.62328,-1.16157,-0.11150,0.11157,2.29151,2.29239,,,,,,,,,,,,,,,,,,,,,
6.63997,-1.16269,-0.08549,0.08557,0.70018,0.70307,,6.63997,-1.16269,-0.08549,0.08557,0.70018,0.70307,,,,,,,,,,,,,,,,,,,,,
6.65665,-1.16442,-0.10035,0.10042,-1.08210,1.08397,,6.65665,-1.16442,-0.10035,0.10042,-1.08210,1.08397,,,,,,,,,,,,,,,,,,,,,
6.67333,-1.16604,-0.11522,0.11522,-0.82749,0.83722,,6.67333,-1.16604,-0.11522,0.11522,-0.82749,0.83722,,,,,,,,,,,,,,,,,,,,,
6.69002,-1.16827,-0.13381,0.13401,-0.50922,0.56933,,6.69002,-1.16827,-0.13381,0.13401,-0.50922,0.56933,,,,,,,,,,,,,,,,,,,,,
6.70670,-1.17050,-0.13009,0.13057,0.44557,0.54756,,6.70670,-1.17050,-0.13009,0.13057,0.44557,0.54756,,,,,,,,,,,,,,,,,,,,,
6.72338,-1.17261,-0.11894,0.11986,-0.89114,0.90019,,6.72338,-1.17261,-0.11894,0.11986,-0.89114,0.90019,,,,,,,,,,,,,,,,,,,,,
6.74007,-1.17447,-0.15239,0.15280,-1.33671,1.45430,,6.74007,-1.17447,-0.15239,0.15280,-1.33671,1.45430,,,,,,,,,,,,,,,,,,,,,
6.75675,-1.17769,-0.17841,0.17856,-1.40037,1.49008,,6.75675,-1.17769,-0.17841,0.17856,-1.40037,1.49008,,,,,,,,,,,,,,,,,,,,,
6.77343,-1.18042,-0.18584,0.18599,0.50922,0.81516,,6.77343,-1.18042,-0.18584,0.18599,0.50922,0.81516,,,,,,,,,,,,,,,,,,,,,
6.79012,-1.18390,-0.17469,0.17532,0.82749,1.04399,,6.79012,-1.18390,-0.17469,0.17532,0.82749,1.04399,,,,,,,,,,,,,,,,,,,,,
6.80680,-1.18625,-0.14496,0.14614,1.46402,1.47642,,6.80680,-1.18625,-0.14496,0.14614,1.46402,1.47642,,,,,,,,,,,,,,,,,,,,,
6.82348,-1.18873,-0.13381,0.13386,-1.01845,1.06702,,6.82348,-1.18873,-0.13381,0.13386,-1.01845,1.06702,,,,,,,,,,,,,,,,,,,,,
6.84017,-1.19072,-0.16726,0.16742,0.19096,0.19096,,6.84017,-1.19072,-0.16726,0.16742,0.19096,0.19096,,,,,,,,,,,,,,,,,,,,,
6.85685,-1.19431,-0.15239,0.15257,0.82749,0.83722,,6.85685,-1.19431,-0.15239,0.15257,0.82749,0.83722,,,,,,,,,,,,,,,,,,,,,
6.87353,-1.19580,-0.11150,0.11175,0.50922,0.52490,,6.87353,-1.19580,-0.11150,0.11175,0.50922,0.52490,,,,,,,,,,,,,,,,,,,,,
6.89022,-1.19803,-0.14867,0.14886,-2.80073,2.80073,,6.89022,-1.19803,-0.14867,0.14886,-2.80073,2.80073,,,,,,,,,,,,,,,,,,,,,
6.90690,-1.20076,-0.20071,0.20074,-0.38192,1.14752,,6.90690,-1.20076,-0.20071,0.20074,-0.38192,1.14752,,,,,,,,,,,,,,,,,,,,,
6.92358,-1.20473,-0.17841,0.17980,0.00000,1.65498,,6.92358,-1.20473,-0.17841,0.17980,0.00000,1.65498,,,,,,,,,,,,,,,,,,,,,
6.94027,-1.20671,-0.17097,0.18102,1.14575,1.17370,,6.94027,-1.20671,-0.17097,0.18102,1.14575,1.17370,,,,,,,,,,,,,,,,,,,,,
6.95695,-1.21044,-0.17097,0.17421,-0.25461,1.48599,,6.95695,-1.21044,-0.17097,0.17421,-0.25461,1.48599,,,,,,,,,,,,,,,,,,,,,
6.97363,-1.21242,-0.15239,0.15239,1.46402,1.85906,,6.97363,-1.21242,-0.15239,0.15239,1.46402,1.85906,,,,,,,,,,,,,,,,,,,,,
6.99032,-1.21552,-0.14496,0.14496,0.31827,0.31827,,6.99032,-1.21552,-0.14496,0.14496,0.31827,0.31827,,,,,,,,,,,,,,,,,,,,,
7.00700,-1.21726,-0.12265,0.12265,0.82749,0.82749,,7.00700,-1.21726,-0.12265,0.12265,0.82749,0.82749,,,,,,,,,,,,,,,,,,,,,
7.02368,-1.21961,-0.13009,0.13009,-0.44557,0.44557,,7.02368,-1.21961,-0.13009,0.13009,-0.44557,0.44557,,,,,,,,,,,,,,,,,,,,,
7.04037,-1.22160,-0.13009,0.13009,-1.20941,1.23592,,7.04037,-1.22160,-0.13009,0.13009,-1.20941,1.23592,,,,,,,,,,,,,,,,,,,,,
7.05705,-1.22395,-0.17097,0.17113,-1.78228,1.78683,,7.05705,-1.22395,-0.17097,0.17113,-1.78228,1.78683,,,,,,,,,,,,,,,,,,,,,
7.07373,-1.22730,-0.19699,0.19713,0.70018,0.71166,,7.07373,-1.22730,-0.19699,0.19713,0.70018,0.71166,,,,,,,,,,,,,,,,,,,,,
7.09042,-1.23053,-0.14867,0.14867,2.29151,2.30561,,7.09042,-1.23053,-0.14867,0.14867,2.29151,2.30561,,,,,,,,,,,,,,,,,,,,,
7.10710,-1.23226,-0.10779,0.10779,-0.06365,0.06365,,7.10710,-1.23226,-0.10779,0.10779,-0.06365,0.06365,,,,,,,,,,,,,,,,,,,,,
7.12378,-1.23412,-0.15239,0.15239,-1.97324,1.97324,,7.12378,-1.23412,-0.15239,0.15239,-1.97324,1.97324,,,,,,,,,,,,,,,,,,,,,
7.14047,-1.23735,-0.18584,0.18584,-0.63653,0.63653,,7.14047,-1.23735,-0.18584,0.18584,-0.63653,0.63653,,,,,,,,,,,,,,,,,,,,,
7.15715,-1.24032,-0.16726,0.16726,-0.06365,0.06365,,7.15715,-1.24032,-0.16726,0.16726,-0.06365,0.06365,,,,,,,,,,,,,,,,,,,,,
7.17383,-1.24293,-0.18212,0.18212,0.70018,0.70018,,7.17383,-1.24293,-0.18212,0.18212,0.70018,0.70018,,,,,,,,,,,,,,,,,,,,,
7.19052,-1.24640,-0.15982,0.15982,1.46402,1.46402,,7.19052,-1.24640,-0.15982,0.15982,1.46402,1.46402,,,,,,,,,,,,,,,,,,,,,
7.20720,-1.24826,-0.11522,0.11522,-0.57288,0.62691,,7.20720,-1.24826,-0.11522,0.11522,-0.57288,0.62691,,,,,,,,,,,,,,,,,,,,,
7.22388,-1.25024,-0.17841,0.17856,-1.78228,1.89254,,7.22388,-1.25024,-0.17841,0.17856,-1.78228,1.89254,,,,,,,,,,,,,,,,,,,,,
7.24057,-1.25421,-0.19699,0.19825,0.06365,0.14233,,7.24057,-1.25421,-0.19699,0.19825,0.06365,0.14233,,,,,,,,,,,,,,,,,,,,,
7.25725,-1.25682,-0.15611,0.15681,2.16420,2.22330,,7.25725,-1.25682,-0.15611,0.15681,2.16420,2.22330,,,,,,,,,,,,,,,,,,,,,
7.27393,-1.25942,-0.13381,0.13381,0.38192,0.54011,,7.27393,-1.25942,-0.13381,0.13381,0.38192,0.54011,,,,,,,,,,,,,,,,,,,,,
7.29062,-1.26128,-0.13381,0.13386,-1.01845,1.11165,,7.29062,-1.26128,-0.13381,0.13386,-1.01845,1.11165,,,,,,,,,,,,,,,,,,,,,
7.30730,-1.26389,-0.17469,0.17532,-1.20941,1.21609,,7.30730,-1.26389,-0.17469,0.17532,-1.20941,1.21609,,,,,,,,,,,,,,,,,,,,,
7.32398,-1.26711,-0.17841,0.17875,-0.25461,0.40758,,7.32398,-1.26711,-0.17841,0.17875,-0.25461,0.40758,,,,,,,,,,,,,,,,,,,,,
7.34067,-1.26984,-0.17469,0.17469,0.44557,0.58685,,7.34067,-1.26984,-0.17469,0.17469,0.44557,0.58685,,,,,,,,,,,,,,,,,,,,,
7.35735,-1.27294,-0.17097,0.17097,0.89114,0.89114,,7.35735,-1.27294,-0.17097,0.17097,0.89114,0.89114,,,,,,,,,,,,,,,,,,,,,
7.37403,-1.27554,-0.14124,0.14124,2.16420,2.16420,,7.37403,-1.27554,-0.14124,0.14124,2.16420,2.16420,,,,,,,,,,,,,,,,,,,,,
7.39072,-1.27765,-0.10035,0.10035,0.82749,0.86577,,7.39072,-1.27765,-0.10035,0.10035,0.82749,0.86577,,,,,,,,,,,,,,,,,,,,,
7.40740,-1.27889,-0.10407,0.10434,,,,7.40740,-1.27889,-0.10407,0.10434,,,,,,,,,,,,,,,,,,,,,,,
7.42408,-1.28113,,,,,,7.42408,-1.28113,,,,,,,,,,,,,,,,,,,,,,,,,
